Type,Price,Bedrooms,Is_Equiped_Kitchen,State,Facades,Swim_pool,Municipality,Region,TX_MUNTY_DESCR_NL,Average_Income,Bedroom_Bin_Code,Log_Living_Area,Sqrt_Total_Outdoor_Area
0,305000,2,1,3,2,1,7,1,232,30706.557562981663,2,4.394449154672439,3.872983346207417
0,295000,2,1,3,0,0,10,1,187,26968.364568094898,2,4.3694478524670215,2.449489742783178
1,419000,3,1,1,0,0,7,1,232,30706.557562981663,2,5.746203190540153,0.0
0,565000,2,0,2,0,0,8,1,157,34558.824976419324,2,4.574710978503383,10.954451150103322
1,229000,3,1,1,3,1,4,2,101,27672.49897866299,2,4.983606621708336,15.811388300841896
1,229000,2,1,1,3,0,2,2,232,25779.89450284783,2,4.553876891600541,4.614831870157771
0,295000,2,1,3,2,0,1,0,232,29190.307316645296,2,4.653960350157523,2.449489742783178
1,615000,4,1,1,4,0,7,1,232,30706.557562981663,3,5.529429087511423,0.0
1,445000,4,0,3,4,0,7,1,232,30706.557562981663,3,5.081404364984463,4.614831870157771
1,430000,3,0,3,2,0,10,1,187,26968.364568094898,2,5.187385805840755,4.614831870157771
0,185000,0,1,1,2,0,2,2,63,22740.342676624114,1,4.477336814478207,0.0
0,135000,1,0,3,0,0,10,1,42,26695.28528963925,1,4.394449154672439,0.0
0,309000,1,1,1,0,0,7,1,107,29901.88590354923,1,4.060443010546419,2.23606797749979
0,189000,2,1,1,2,0,1,0,9,22389.864000886755,2,4.07753744390572,4.614831870157771
0,229000,2,1,3,2,1,9,2,232,39880.409930547525,2,4.709530201312334,0.0
0,419900,3,1,3,2,1,0,1,15,27334.969813259442,2,4.990432586778736,2.23606797749979
1,200000,2,1,1,2,0,4,2,232,29112.009816532005,2,4.709530201312334,7.483314773547883
0,769000,2,1,6,2,0,0,1,15,27334.969813259442,2,4.875197323201151,4.69041575982343
1,485000,4,1,1,3,0,0,1,46,29112.122527161366,3,5.351858133476067,10.0
1,299000,3,1,5,4,1,8,1,232,36107.18368952242,2,5.170483995038151,4.614831870157771
0,99000,0,1,1,2,1,4,2,232,29112.009816532005,1,3.4339872044851463,0.0
1,159000,2,1,4,2,1,0,1,171,31848.429243891944,2,4.343805421853684,2.6457513110645907
1,449000,4,0,1,4,0,10,1,232,30270.018399760407,3,5.4638318050256105,0.0
1,247500,3,0,1,0,0,5,2,232,32624.60033618776,2,4.875197323201151,4.614831870157771
0,335000,3,1,1,4,1,9,2,232,39880.409930547525,2,4.564348191467836,0.0
0,315000,3,1,1,2,0,0,1,232,31358.121710453855,2,4.61512051684126,2.8284271247461903
0,149000,2,1,1,3,0,2,2,232,25779.89450284783,2,4.330733340286331,2.0
1,440000,3,0,2,0,0,7,1,218,37593.27510968879,2,5.262690188904886,4.614831870157771
1,425000,3,0,2,0,0,7,1,218,37593.27510968879,2,5.170483995038151,4.614831870157771
0,149000,2,1,6,2,1,2,2,63,22740.342676624114,2,4.382026634673881,2.0
0,199000,1,1,1,2,1,7,1,107,29901.88590354923,1,3.4339872044851463,7.0710678118654755
1,720000,4,1,3,4,1,0,1,232,31358.121710453855,3,5.375278407684165,0.0
0,595000,5,1,5,2,0,8,1,160,37460.81222175714,3,5.5254529391317835,9.746794344808963
1,439000,4,0,1,4,0,10,1,187,26968.364568094898,3,5.877735781779639,13.30413469565007
1,549000,4,1,1,3,0,9,2,221,40320.49169611535,3,5.236441962829949,17.242293153459137
0,218000,1,1,1,2,1,8,1,232,36107.18368952242,1,4.2626798770413155,1.4142135623730951
0,310000,2,1,4,2,1,1,0,216,26289.640321007417,2,4.700480365792417,2.0
1,259000,3,1,1,2,0,7,1,232,30706.557562981663,2,5.293304824724492,4.614831870157771
1,299000,2,1,5,2,0,7,1,232,30706.557562981663,2,5.181783550292085,13.076696830622021
1,155000,2,1,6,4,1,4,2,232,29112.009816532005,2,4.330733340286331,3.605551275463989
1,199000,6,1,1,3,1,5,2,100,26352.71677549846,4,5.872117789475416,10.488088481701515
1,199000,4,0,1,2,0,6,2,232,27685.1392926092,3,5.123963979403259,5.477225575051661
0,365000,2,1,6,2,0,0,1,232,31358.121710453855,2,4.795790545596741,2.23606797749979
0,725000,2,1,2,2,0,0,1,15,27334.969813259442,2,4.836281906951478,2.449489742783178
0,515000,3,1,1,2,0,1,0,232,29190.307316645296,2,4.927253685157205,5.0
1,240000,3,0,4,0,0,7,1,77,37975.07769575163,2,5.017279836814924,0.0
1,395000,4,0,5,4,1,4,2,232,29112.009816532005,3,5.303304908059076,17.804493814764857
0,99000,2,1,3,2,0,4,2,232,29112.009816532005,2,4.04305126783455,3.1622776601683795
0,239000,2,1,1,2,0,7,1,232,30706.557562981663,2,4.532599493153256,4.614831870157771
0,149000,2,0,1,0,0,0,1,232,31358.121710453855,2,4.418840607796598,1.7320508075688772
1,249000,3,0,6,2,0,4,2,232,29112.009816532005,2,5.081404364984463,18.708286933869708
1,185000,2,1,5,2,0,4,2,232,29112.009816532005,2,4.727387818712341,3.605551275463989
0,158000,1,1,5,2,0,0,1,232,31358.121710453855,1,4.48863636973214,0.0
0,280000,2,1,2,2,0,9,2,232,39880.409930547525,2,4.51085950651685,3.872983346207417
1,635000,4,0,2,4,0,8,1,173,40273.78823157453,3,5.351858133476067,4.614831870157771
1,139000,4,0,5,2,0,7,1,108,31074.861121926533,3,5.017279836814924,4.47213595499958
0,385000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.23410650459726,0.0
0,295000,2,0,5,2,0,10,1,232,30270.018399760407,2,4.442651256490317,0.0
0,272000,2,1,1,2,0,0,1,232,31358.121710453855,2,5.356586274672012,4.614831870157771
1,89000,2,0,5,2,0,2,2,232,25779.89450284783,2,4.7535901911063645,4.614831870157771
1,125000,2,0,2,3,0,5,2,232,32624.60033618776,2,5.25227342804663,0.0
1,259000,5,1,1,2,0,6,2,232,27685.1392926092,3,5.017279836814924,4.614831870157771
0,225000,2,0,2,2,1,4,2,232,29112.009816532005,2,4.564348191467836,4.614831870157771
0,295000,2,0,1,0,0,7,1,87,28893.22531758631,2,4.59511985013459,0.0
1,345000,4,0,1,0,0,7,1,107,29901.88590354923,3,4.61512051684126,0.0
0,285000,2,0,1,0,0,7,1,228,29433.854547895207,2,4.564348191467836,0.0
0,329000,2,1,3,0,0,7,1,87,28893.22531758631,2,4.927253685157205,4.614831870157771
1,395000,4,1,1,2,0,4,2,232,29112.009816532005,3,5.225746673713202,15.329709716755891
0,410000,2,1,3,3,1,9,2,197,39036.919879875866,2,4.61512051684126,5.0
0,350000,1,0,3,0,0,7,1,107,29901.88590354923,1,4.0943445622221,0.0
0,210000,2,1,1,0,0,10,1,71,31243.71424783984,2,4.605170185988092,4.614831870157771
0,390000,0,1,1,0,0,10,1,56,30896.21545356891,1,4.564348191467836,0.0
1,220000,3,0,2,2,0,8,1,232,36107.18368952242,2,4.976733742420574,11.832159566199232
1,398000,3,1,6,0,0,0,1,232,31358.121710453855,2,4.912654885736052,7.0710678118654755
1,439000,4,0,1,3,1,4,2,139,33506.73771837358,3,5.442417710521793,14.50160933103026
0,180000,1,0,1,2,0,1,0,9,22389.864000886755,1,4.343805421853684,0.0
1,370000,3,1,1,0,0,7,1,20,32174.272968950492,2,5.0689042022202315,0.0
1,399000,4,0,1,0,0,10,1,138,35635.601978656254,3,5.272999558563747,0.0
1,149500,3,1,1,4,1,2,2,232,25779.89450284783,2,4.624972813284271,7.211102550927978
1,157500,4,1,1,2,1,2,2,232,25779.89450284783,3,4.7535901911063645,6.324555320336759
0,499000,3,0,1,0,1,1,0,59,24710.19126303893,2,5.303304908059076,5.0
0,239000,2,0,4,3,0,0,1,232,31358.121710453855,2,4.624972813284271,0.0
1,389000,3,0,2,2,1,0,1,161,38238.978895532266,2,4.990432586778736,9.643650760992955
1,324000,3,1,3,4,1,10,1,155,31405.52775130073,2,4.859812404361672,10.862780491200215
0,149000,0,1,6,1,1,0,1,15,27334.969813259442,1,3.6109179126442243,0.0
1,650000,4,1,4,3,1,9,2,197,39036.919879875866,3,5.0689042022202315,58.73670062235365
1,489000,4,1,1,4,1,10,1,187,26968.364568094898,3,5.3981627015177525,0.0
0,199000,2,1,1,0,0,7,1,232,30706.557562981663,2,4.454347296253507,2.6457513110645907
1,395315,3,1,1,0,0,10,1,232,30270.018399760407,2,5.049856007249537,0.0
1,450000,3,0,1,0,0,7,1,107,29901.88590354923,2,4.983606621708336,7.745966692414834
0,169000,2,0,1,0,0,10,1,187,26968.364568094898,2,4.356708826689592,2.449489742783178
0,375000,1,0,1,0,0,8,1,232,36107.18368952242,1,4.330733340286331,5.477225575051661
1,645000,5,1,1,0,0,7,1,167,30695.52809974486,3,6.371611847231857,4.614831870157771
0,985000,0,1,3,0,0,10,1,232,30270.018399760407,1,4.969813299576001,0.0
1,165000,3,1,4,0,0,10,1,232,30270.018399760407,2,5.043425116919247,0.0
0,219500,2,1,1,0,0,10,1,232,30270.018399760407,2,4.3694478524670215,0.0
1,295000,4,0,3,2,1,2,2,232,25779.89450284783,3,5.25227342804663,17.320508075688775
0,365000,2,1,3,2,0,7,1,107,29901.88590354923,2,4.532599493153256,2.8284271247461903
0,250000,2,1,5,2,1,1,0,213,35952.10970823459,2,4.31748811353631,4.123105625617661
0,535000,1,0,2,2,1,1,0,232,29190.307316645296,1,5.648974238161206,9.539392014169456
0,265000,3,1,1,4,1,1,0,205,18789.509060023152,2,4.820281565605037,3.605551275463989
1,315000,4,1,3,2,1,4,2,141,32817.90647850337,3,5.198497031265826,13.416407864998739
0,275000,2,0,3,3,0,0,1,15,27334.969813259442,2,4.584967478670572,0.0
0,345000,2,1,3,3,0,1,0,94,26247.34346441712,2,4.499809670330265,1.7320508075688772
0,545000,2,0,3,0,1,1,0,213,35952.10970823459,2,4.820281565605037,5.0
0,860000,3,0,3,2,0,4,2,232,29112.009816532005,2,5.288267030694535,13.038404810405298
0,225000,2,1,1,2,0,3,1,0,31823.58151691327,2,4.634728988229636,4.614831870157771
1,325000,4,0,2,2,0,5,2,232,32624.60033618776,3,5.298317366548036,0.0
1,299000,3,0,4,0,0,7,1,232,30706.557562981663,2,4.820281565605037,0.0
1,135000,2,0,4,0,0,10,1,232,30270.018399760407,2,4.948759890378168,0.0
1,364000,3,1,2,0,0,10,1,232,30270.018399760407,2,5.049856007249537,4.614831870157771
1,419000,3,1,1,0,0,7,1,232,30706.557562981663,2,5.087596335232384,4.614831870157771
0,150000,1,1,6,2,0,6,2,232,27685.1392926092,1,3.9318256327243257,1.4142135623730951
0,499000,2,0,1,0,0,0,1,3,38940.541291134774,2,4.9344739331306915,5.477225575051661
1,478000,7,0,1,0,0,10,1,174,29515.062816384485,4,5.780743515792329,0.0
1,369000,3,1,1,0,0,10,1,232,30270.018399760407,2,5.455321115357702,4.614831870157771
1,533379,3,0,2,0,0,7,1,232,30706.557562981663,2,4.820281565605037,0.0
1,295000,3,0,1,0,0,7,1,232,30706.557562981663,2,5.3981627015177525,0.0
1,420000,3,1,1,0,0,0,1,142,38454.70360474685,2,5.017279836814924,10.954451150103322
1,235000,3,1,5,3,0,10,1,232,30270.018399760407,2,5.111987788356544,4.614831870157771
1,995000,6,0,1,0,0,7,1,232,30706.557562981663,4,6.331501849893691,4.614831870157771
1,995000,6,0,1,0,0,7,1,232,30706.557562981663,4,6.331501849893691,4.614831870157771
0,699000,2,1,1,2,0,10,1,232,30270.018399760407,2,4.634728988229636,4.614831870157771
0,315000,1,0,1,2,0,10,1,232,30270.018399760407,1,4.060443010546419,0.0
1,329000,4,1,5,2,0,7,1,198,26728.266736404294,3,5.53338948872752,4.614831870157771
1,599000,4,1,4,4,1,1,0,232,29190.307316645296,3,5.303304908059076,33.46640106136302
1,399850,5,0,1,4,0,7,1,232,30706.557562981663,3,5.872117789475416,0.0
1,345000,6,1,1,4,0,2,2,232,25779.89450284783,4,5.147494476813453,30.512292604784715
0,299000,1,1,1,0,1,1,0,201,23836.254744521055,1,4.1588830833596715,7.0710678118654755
0,275000,6,0,2,2,0,2,2,232,25779.89450284783,4,5.771441123130016,9.219544457292887
1,275000,6,0,2,2,0,2,2,232,25779.89450284783,4,5.771441123130016,9.219544457292887
0,335000,1,1,3,2,1,1,0,59,24710.19126303893,1,4.07753744390572,0.0
0,335000,1,1,3,2,1,1,0,59,24710.19126303893,1,3.9889840465642745,0.0
0,249000,2,1,1,0,0,10,1,220,32108.007889572957,2,4.919980925828125,5.916079783099616
0,339000,0,0,1,2,0,10,1,232,30270.018399760407,1,3.6635616461296463,0.0
0,395000,1,0,5,2,0,10,1,232,30270.018399760407,1,4.30406509320417,0.0
1,189000,3,1,2,2,0,7,1,232,30706.557562981663,2,5.017279836814924,4.47213595499958
1,195000,3,0,1,3,0,2,2,232,25779.89450284783,2,4.983606621708336,8.94427190999916
0,379000,3,1,5,2,0,7,1,107,29901.88590354923,2,4.9344739331306915,1.7320508075688772
0,365000,3,0,2,0,0,8,1,166,30562.36980471268,2,5.0238805208462765,4.614831870157771
1,245000,3,1,1,2,1,4,2,232,29112.009816532005,2,4.867534450455582,4.0
0,132000,0,1,1,2,0,0,1,15,27334.969813259442,1,3.4657359027997265,0.0
1,229000,5,0,1,0,0,10,1,232,30270.018399760407,3,4.997212273764115,4.614831870157771
0,299000,3,1,1,2,1,1,0,140,26538.347623312744,2,4.859812404361672,0.0
1,399000,4,0,4,2,1,1,0,232,29190.307316645296,3,5.017279836814924,3.872983346207417
1,365000,3,1,5,2,1,8,1,232,36107.18368952242,2,5.298317366548036,0.0
1,189500,1,1,1,2,1,4,2,232,29112.009816532005,1,4.2626798770413155,4.614831870157771
0,849000,3,1,3,2,0,10,1,232,30270.018399760407,2,4.700480365792417,4.614831870157771
1,205000,3,0,7,0,0,7,1,126,34026.30585902743,2,5.3230099791384085,12.041594578792296
0,995000,3,0,2,4,0,9,2,232,39880.409930547525,2,5.0689042022202315,10.816653826391969
0,895000,3,0,2,0,0,9,2,232,39880.409930547525,2,5.003946305945459,12.041594578792296
0,560000,3,0,2,4,0,9,2,232,39880.409930547525,2,4.820281565605037,7.0
0,465000,2,0,2,4,0,9,2,232,39880.409930547525,2,4.543294782270004,4.69041575982343
1,695000,4,1,2,3,0,0,1,232,31358.121710453855,3,5.8805329864007,13.416407864998739
1,379000,4,1,1,2,0,0,1,232,31358.121710453855,3,5.231108616854587,4.898979485566356
1,379000,4,1,1,2,0,0,1,232,31358.121710453855,3,5.231108616854587,4.898979485566356
0,319000,3,1,2,4,0,0,1,177,32218.754835245683,2,4.68213122712422,4.123105625617661
0,595000,3,1,6,3,1,1,0,232,29190.307316645296,2,5.049856007249537,4.614831870157771
0,550000,6,1,1,2,1,1,0,232,29190.307316645296,4,5.662960480135946,9.219544457292887
1,550000,7,1,1,2,1,1,0,232,29190.307316645296,4,5.662960480135946,9.219544457292887
0,165000,2,1,1,2,0,7,1,232,30706.557562981663,2,4.672828834461906,0.0
1,185000,5,1,1,2,1,6,2,232,27685.1392926092,3,5.056245805348308,0.0
0,295000,3,0,2,0,0,10,1,147,37276.11692143575,2,4.290459441148391,3.605551275463989
0,280000,3,0,1,3,0,6,2,8,27575.709136324767,2,4.718498871295094,4.47213595499958
0,172000,1,0,2,2,1,7,1,232,30706.557562981663,1,3.9318256327243257,2.0
1,475000,4,1,3,3,1,7,1,232,30706.557562981663,3,5.602118820879701,4.614831870157771
1,215000,1,1,3,2,1,7,1,108,31074.861121926533,1,4.61512051684126,2.8284271247461903
1,270000,2,1,4,2,0,8,1,135,39690.84320930579,2,4.836281906951478,4.47213595499958
0,320000,2,1,3,2,0,8,1,232,36107.18368952242,2,4.465908118654584,4.614831870157771
1,270000,3,0,2,4,0,2,2,232,25779.89450284783,2,5.303304908059076,5.477225575051661
0,265000,2,1,3,2,1,1,0,232,29190.307316645296,2,4.430816798843313,2.0
1,549000,5,1,1,0,0,4,2,181,38320.83794768023,3,5.777652323222656,31.38470965295043
1,185000,4,1,5,2,1,4,2,232,29112.009816532005,3,5.017279836814924,7.745966692414834
0,159000,2,1,4,2,0,1,0,232,29190.307316645296,2,4.330733340286331,4.614831870157771
1,159000,0,0,4,4,0,7,1,232,30706.557562981663,1,4.820281565605037,4.614831870157771
0,205000,0,1,1,4,0,1,0,213,35952.10970823459,1,3.6109179126442243,4.242640687119285
1,395000,3,0,5,4,0,8,1,232,36107.18368952242,2,5.342334251964811,4.614831870157771
0,170000,2,1,4,2,1,4,2,232,29112.009816532005,2,4.564348191467836,8.660254037844387
0,399000,2,1,1,2,1,2,2,232,25779.89450284783,2,4.795790545596741,4.614831870157771
0,206000,0,1,3,2,1,1,0,94,26247.34346441712,1,3.6109179126442243,1.0
1,135000,2,1,1,3,0,4,2,232,29112.009816532005,2,4.718498871295094,0.0
0,175000,1,1,3,0,1,4,2,232,29112.009816532005,1,3.970291913552122,0.0
1,395000,3,0,2,2,0,7,1,232,30706.557562981663,2,5.3706380281276624,7.810249675906654
0,235000,2,0,1,2,1,1,0,140,26538.347623312744,2,4.51085950651685,4.614831870157771
1,896000,4,1,1,4,0,8,1,47,40193.1060142528,3,6.142037405587356,66.16645675869307
1,398000,3,1,1,2,0,0,1,171,31848.429243891944,2,4.787491742782046,7.810249675906654
0,739000,3,1,3,0,1,10,1,232,30270.018399760407,2,4.51085950651685,2.449489742783178
1,340000,5,1,5,4,0,6,2,232,27685.1392926092,3,5.342334251964811,41.77674799682024
1,399000,4,0,4,4,0,10,1,232,30270.018399760407,3,5.123963979403259,0.0
1,850000,5,1,4,2,0,1,0,216,26289.640321007417,3,5.5254529391317835,8.94427190999916
1,995000,5,1,5,3,1,1,0,189,34524.86209489435,3,5.583496308781699,22.831922240359525
1,165000,4,0,4,2,0,10,1,118,30885.198297666273,3,4.90527477843843,4.614831870157771
1,199000,3,1,5,2,0,4,2,232,29112.009816532005,2,5.62040086571715,13.416407864998739
0,312000,2,1,3,3,1,0,1,232,31358.121710453855,2,4.663439094112067,3.605551275463989
0,189900,2,1,3,2,0,0,1,232,31358.121710453855,2,4.454347296253507,1.4142135623730951
0,215000,1,0,5,2,0,1,0,140,26538.347623312744,1,4.820281565605037,10.488088481701515
1,269000,3,1,6,2,1,6,2,232,27685.1392926092,2,4.875197323201151,6.324555320336759
1,199000,3,1,4,4,1,4,2,232,29112.009816532005,2,5.017279836814924,14.832396974191326
0,93500,1,1,1,2,0,6,2,232,27685.1392926092,1,3.4339872044851463,3.872983346207417
1,220000,4,0,1,2,1,4,2,125,24261.684067416172,3,5.056245805348308,14.491376746189438
1,380522,3,0,1,2,0,0,1,232,31358.121710453855,2,5.003946305945459,0.0
0,549000,2,0,1,0,0,0,1,15,27334.969813259442,2,4.867534450455582,3.1622776601683795
0,345000,2,1,1,0,0,7,1,107,29901.88590354923,2,4.6443908991413725,3.1622776601683795
0,398000,1,1,6,0,0,7,1,107,29901.88590354923,1,4.532599493153256,0.0
0,385000,2,0,1,0,0,7,1,107,29901.88590354923,2,4.605170185988092,0.0
1,495000,3,0,1,0,0,0,1,15,27334.969813259442,2,5.247024072160486,4.614831870157771
1,395000,3,0,1,0,0,8,1,232,36107.18368952242,2,5.087596335232384,18.76166303929372
1,391000,3,0,1,0,0,8,1,232,36107.18368952242,2,5.0106352940962555,10.295630140987
1,386000,3,0,1,0,0,8,1,232,36107.18368952242,2,5.0106352940962555,10.344080432788601
1,445000,3,0,3,3,0,7,1,232,30706.557562981663,2,5.198497031265826,4.614831870157771
0,179500,0,1,1,0,0,10,1,147,37276.11692143575,1,4.820281565605037,4.614831870157771
1,269000,3,1,1,0,0,10,1,232,30270.018399760407,2,4.820281565605037,0.0
1,443900,3,0,1,0,0,10,1,174,29515.062816384485,2,5.170483995038151,4.614831870157771
0,419000,2,0,1,2,0,7,1,107,29901.88590354923,2,5.049856007249537,4.614831870157771
0,269000,2,1,6,0,0,10,1,187,26968.364568094898,2,4.5217885770490405,2.23606797749979
1,789000,3,1,1,4,1,0,1,54,37084.841406150066,2,5.583496308781699,27.110883423451916
0,160000,1,0,1,0,0,10,1,42,26695.28528963925,1,3.871201010907891,0.0
0,315000,2,0,2,0,0,10,1,187,26968.364568094898,2,4.418840607796598,1.0
0,275000,2,0,2,0,0,10,1,56,30896.21545356891,2,4.30406509320417,2.23606797749979
1,395000,4,0,1,0,0,10,1,232,30270.018399760407,3,5.111987788356544,4.614831870157771
0,249000,2,1,3,2,0,7,1,60,35136.58728789786,2,4.382026634673881,4.614831870157771
0,189000,3,1,1,2,0,0,1,232,31358.121710453855,2,4.3694478524670215,0.0
0,298000,2,0,3,2,0,7,1,107,29901.88590354923,2,4.564348191467836,0.0
0,517500,3,1,3,0,1,1,0,216,26289.640321007417,2,4.8283137373023015,3.0
0,219000,1,1,3,2,0,0,1,232,31358.121710453855,1,4.2626798770413155,7.829219194135765
0,149000,2,1,2,2,0,8,1,102,35952.001364688374,2,5.220355825078324,23.9018131778705
1,149000,2,1,2,2,0,8,1,102,35952.001364688374,2,5.220355825078324,23.9018131778705
1,134000,3,1,5,2,1,2,2,232,25779.89450284783,2,4.499809670330265,2.23606797749979
0,260000,1,1,2,3,1,1,0,59,24710.19126303893,1,3.713572066704308,1.7320508075688772
0,499000,2,1,2,2,1,1,0,88,29043.250210834765,2,4.5217885770490405,2.449489742783178
0,810000,3,1,2,2,1,1,0,88,29043.250210834765,2,4.927253685157205,3.1622776601683795
0,380000,1,1,2,2,1,1,0,88,29043.250210834765,1,4.127134385045092,3.7416573867739413
0,780000,2,1,2,2,1,1,0,88,29043.250210834765,2,5.049856007249537,4.123105625617661
0,345000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.110873864173311,4.795831523312719
0,240000,0,1,3,3,1,9,2,232,39880.409930547525,1,3.258096538021482,0.0
1,349000,3,1,4,2,0,0,1,232,31358.121710453855,2,4.919980925828125,10.723805294763608
1,575000,6,0,4,0,0,8,1,157,34558.824976419324,4,5.602118820879701,8.94427190999916
0,259000,3,1,6,3,0,1,0,232,29190.307316645296,2,4.61512051684126,1.7320508075688772
0,199000,2,1,1,3,0,0,1,232,31358.121710453855,2,4.59511985013459,1.7320508075688772
0,209000,2,1,1,2,0,0,1,232,31358.121710453855,2,4.48863636973214,2.8284271247461903
1,275000,4,0,4,4,0,5,2,232,32624.60033618776,3,5.003946305945459,20.518284528683193
0,195000,2,1,1,2,0,5,2,232,32624.60033618776,2,4.189654742026425,0.0
0,299000,4,1,1,2,0,5,2,232,32624.60033618776,3,5.1298987149230735,0.0
1,299000,3,1,4,4,0,5,2,232,32624.60033618776,2,4.867534450455582,4.614831870157771
0,395000,4,1,1,2,0,5,2,232,32624.60033618776,3,4.882801922586371,20.322401432901575
0,275000,2,1,1,3,0,5,2,232,32624.60033618776,2,4.189654742026425,4.123105625617661
1,285000,4,1,1,3,0,5,2,65,29194.968716616342,3,5.783825182329737,4.614831870157771
1,420000,3,0,1,2,0,10,1,58,31549.981281934695,2,4.976733742420574,2.8284271247461903
0,408000,2,1,3,2,0,0,1,232,31358.121710453855,2,4.68213122712422,3.3166247903554
0,195000,0,0,3,0,0,10,1,42,26695.28528963925,1,3.6635616461296463,7.0710678118654755
1,845000,5,1,3,4,1,2,2,232,25779.89450284783,3,6.056784013228625,31.957732604016574
1,745000,4,0,3,2,1,0,1,232,31358.121710453855,3,5.765191102784844,3.7416573867739413
1,495000,5,0,3,4,0,10,1,118,30885.198297666273,3,5.407171771460119,4.614831870157771
1,650000,4,1,1,4,1,9,2,232,39880.409930547525,3,5.572154032177765,15.968719422671311
0,159000,2,0,2,2,0,4,2,232,29112.009816532005,2,4.5217885770490405,0.0
0,169900,2,1,1,3,1,4,2,125,24261.684067416172,2,4.394449154672439,4.614831870157771
0,125000,0,0,5,0,0,10,1,42,26695.28528963925,1,3.6635616461296463,4.614831870157771
0,225000,2,0,3,0,0,10,1,42,26695.28528963925,2,4.30406509320417,4.614831870157771
0,449000,2,1,1,2,1,1,0,59,24710.19126303893,2,4.68213122712422,4.614831870157771
0,309000,1,1,1,2,1,1,0,232,29190.307316645296,1,4.2626798770413155,3.4641016151377544
1,498500,3,0,3,4,0,10,1,232,30270.018399760407,2,5.908082938168931,4.614831870157771
0,599000,2,1,1,3,1,1,0,59,24710.19126303893,2,5.43372200355424,4.0
1,170000,3,0,4,2,0,4,2,25,31557.579635374295,2,4.948759890378168,16.431676725154983
0,275000,1,1,3,2,1,1,0,232,29190.307316645296,1,4.330733340286331,4.795831523312719
1,289000,2,1,2,4,0,10,1,210,30902.61110589406,2,4.890349128221754,4.47213595499958
1,349000,3,0,1,4,0,7,1,167,30695.52809974486,2,5.356586274672012,0.0
1,239000,3,0,1,3,0,7,1,227,30362.529149498307,2,4.61512051684126,4.614831870157771
1,895000,4,1,4,3,1,1,0,232,29190.307316645296,3,5.6937321388027,20.525512738780094
0,329500,3,1,3,2,0,0,1,232,31358.121710453855,2,4.624972813284271,2.8284271247461903
0,189000,2,1,1,2,0,7,1,232,30706.557562981663,2,4.442651256490317,4.614831870157771
1,473000,3,0,2,2,1,8,1,232,36107.18368952242,2,5.225746673713202,12.206555615733702
0,445000,2,1,3,2,0,10,1,184,28349.56752551959,2,4.343805421853684,2.6457513110645907
0,344000,2,1,2,2,0,0,1,232,31358.121710453855,2,4.605170185988092,6.244997998398398
0,379000,3,1,2,2,0,0,1,232,31358.121710453855,2,4.718498871295094,10.344080432788601
0,434000,2,1,2,2,0,0,1,232,31358.121710453855,2,4.77912349311153,7.14142842854285
0,459000,2,1,2,2,0,0,1,232,31358.121710453855,2,4.844187086458591,5.5677643628300215
0,284000,1,1,2,2,0,0,1,232,31358.121710453855,1,4.442651256490317,3.3166247903554
0,274000,1,1,2,2,0,0,1,232,31358.121710453855,1,4.31748811353631,4.242640687119285
0,339000,2,1,2,2,0,0,1,232,31358.121710453855,2,4.532599493153256,8.54400374531753
0,394000,3,1,2,2,0,0,1,232,31358.121710453855,2,4.77912349311153,10.488088481701515
1,175000,2,0,4,2,0,6,2,8,27575.709136324767,2,4.836281906951478,0.0
0,379000,3,1,2,2,0,0,1,232,31358.121710453855,2,4.718498871295094,10.344080432788601
0,394000,3,1,2,2,0,0,1,232,31358.121710453855,2,4.77912349311153,10.488088481701515
1,360000,5,1,1,2,0,1,0,232,29190.307316645296,3,5.204006687076795,0.0
0,275000,2,1,5,2,1,1,0,232,29190.307316645296,2,4.2626798770413155,2.449489742783178
0,235000,1,1,6,2,1,10,1,187,26968.364568094898,1,3.8066624897703196,4.898979485566356
1,349000,3,0,2,4,1,4,2,232,29112.009816532005,2,5.356586274672012,4.614831870157771
1,269000,3,0,5,3,0,10,1,232,30270.018399760407,2,4.990432586778736,10.392304845413264
0,249000,2,1,5,2,1,0,1,134,43941.43503005324,2,4.61512051684126,3.872983346207417
0,209000,3,1,5,4,0,6,2,232,27685.1392926092,2,4.624972813284271,2.449489742783178
0,280000,2,1,1,2,1,4,2,232,29112.009816532005,2,5.480638923341991,4.123105625617661
1,339000,3,1,2,2,0,1,0,103,26407.902615637344,2,4.663439094112067,0.0
0,259000,2,1,3,2,1,1,0,103,26407.902615637344,2,4.553876891600541,4.123105625617661
0,150000,0,0,2,2,0,1,0,146,24290.646522599087,1,3.8918202981106265,0.0
0,249500,1,1,1,0,0,7,1,107,29901.88590354923,1,4.820281565605037,0.0
0,320000,1,1,1,0,0,7,1,107,29901.88590354923,1,4.820281565605037,4.614831870157771
0,254500,1,1,1,0,0,7,1,107,29901.88590354923,1,4.820281565605037,4.614831870157771
0,299500,1,1,1,0,0,7,1,107,29901.88590354923,1,4.820281565605037,4.614831870157771
0,259500,1,1,1,0,0,7,1,107,29901.88590354923,1,4.820281565605037,4.614831870157771
0,259500,1,1,1,0,0,7,1,107,29901.88590354923,1,4.820281565605037,4.614831870157771
