Type,Price,Bedrooms,Is_Equiped_Kitchen,State,Facades,Swim_pool,Municipality,Region,TX_MUNTY_DESCR_NL,Average_Income,Bedroom_Bin_Code,Log_Living_Area,Sqrt_Total_Outdoor_Area
1,400000,4,1,1,4,0,2,2,232,25779.89450284783,3,5.638354669333745,5.196152422706632
0,230000,1,0,2,2,0,1,0,205,18789.509060023152,1,4.110873864173311,0.0
1,193000,3,0,1,3,0,8,1,232,36107.18368952242,2,4.820281565605037,4.614831870157771
1,249000,3,0,1,4,0,8,1,232,36107.18368952242,2,4.90527477843843,4.614831870157771
1,309000,3,1,1,3,1,4,2,232,29112.009816532005,2,4.948759890378168,10.723805294763608
0,479000,2,0,1,3,1,0,1,232,31358.121710453855,2,5.017279836814924,4.614831870157771
0,209000,3,0,5,2,0,0,1,232,31358.121710453855,2,4.8283137373023015,0.0
0,390000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.351858133476067,1.4142135623730951
0,245000,3,1,1,3,1,0,1,232,31358.121710453855,2,4.77912349311153,2.8284271247461903
1,529000,3,1,3,2,1,7,1,107,29901.88590354923,2,4.941642422609304,7.745966692414834
0,795000,5,1,3,2,0,1,0,232,29190.307316645296,3,5.638354669333745,4.614831870157771
1,350000,3,1,3,2,0,8,1,166,30562.36980471268,2,4.983606621708336,7.0710678118654755
1,275000,2,0,1,4,0,0,1,18,30269.915593472615,2,4.882801922586371,0.0
1,390000,4,0,4,4,0,8,1,232,36107.18368952242,3,4.990432586778736,0.0
0,220000,1,1,1,2,1,0,1,232,31358.121710453855,1,3.828641396489095,0.0
1,425000,3,0,4,4,0,8,1,232,36107.18368952242,2,4.820281565605037,0.0
1,199000,2,1,1,2,0,8,1,159,32296.339997791856,2,4.189654742026425,0.0
0,895000,2,1,3,2,0,10,1,232,30270.018399760407,2,4.454347296253507,2.23606797749979
1,379000,3,1,3,4,0,7,1,34,32514.265610197024,2,5.081404364984463,4.614831870157771
0,485000,1,1,3,0,1,9,2,221,40320.49169611535,1,4.343805421853684,3.1622776601683795
0,375000,5,1,5,2,1,1,0,201,23836.254744521055,3,5.303304908059076,6.324555320336759
1,375000,5,1,5,2,1,1,0,201,23836.254744521055,3,5.303304908059076,6.324555320336759
0,420000,3,1,1,2,1,8,1,232,36107.18368952242,2,5.1298987149230735,5.0
1,375000,5,1,3,2,1,7,1,232,30706.557562981663,3,5.4638318050256105,8.44373573661705
1,425000,3,0,6,3,0,0,1,232,31358.121710453855,2,4.875197323201151,4.614831870157771
0,299000,2,1,1,3,1,1,0,213,35952.10970823459,2,4.219507705176107,4.0
1,599000,3,1,6,3,0,7,1,232,30706.557562981663,2,5.484796933490655,15.165750888103101
0,547000,3,1,3,2,1,7,1,232,30706.557562981663,2,4.990432586778736,3.7416573867739413
1,155000,2,1,1,2,1,2,2,232,25779.89450284783,2,4.770684624465665,3.1622776601683795
0,265000,1,1,5,3,1,1,0,232,29190.307316645296,1,4.1588830833596715,0.0
0,200000,1,1,1,0,0,5,2,232,32624.60033618776,1,3.871201010907891,2.8284271247461903
1,425000,3,0,4,4,0,2,2,86,32766.188536911166,2,4.820281565605037,0.0
0,319000,2,1,1,2,0,0,1,15,27334.969813259442,2,4.820281565605037,1.7320508075688772
1,470000,4,0,2,3,0,7,1,232,30706.557562981663,3,4.820281565605037,1.4142135623730951
1,359000,2,1,2,3,0,8,1,232,36107.18368952242,2,4.795790545596741,0.0
0,539000,3,1,3,2,1,10,1,24,30132.838902985663,2,5.2832037287379885,5.477225575051661
0,289000,2,0,1,2,0,0,1,55,34877.08234430525,2,4.700480365792417,0.0
1,179000,3,1,1,3,0,4,2,232,29112.009816532005,2,4.605170185988092,4.58257569495584
0,799000,3,1,3,2,1,1,0,213,35952.10970823459,2,5.198497031265826,10.862780491200215
0,430000,2,1,2,4,0,10,1,184,28349.56752551959,2,4.110873864173311,4.614831870157771
0,398000,2,1,6,3,0,0,1,15,27334.969813259442,2,4.836281906951478,4.614831870157771
1,518000,4,1,1,0,0,0,1,232,31358.121710453855,3,5.6937321388027,4.614831870157771
1,199000,4,0,4,4,0,4,2,232,29112.009816532005,3,5.407171771460119,4.614831870157771
1,325000,3,0,1,3,0,10,1,16,33689.6346862398,2,4.948759890378168,11.832159566199232
1,495000,3,0,1,3,0,0,1,195,32502.56470392309,2,5.459585514144159,0.0
0,215000,3,0,1,0,0,8,1,117,30337.78758000008,2,4.204692619390966,0.0
1,129500,5,1,5,2,1,4,2,232,29112.009816532005,3,5.198497031265826,4.614831870157771
1,209000,2,1,2,0,0,4,2,232,29112.009816532005,2,4.61512051684126,0.0
1,374500,3,0,2,3,0,7,1,126,34026.30585902743,2,4.948759890378168,5.196152422706632
0,285000,3,0,2,2,0,0,1,179,34164.700236159864,2,4.795790545596741,4.614831870157771
0,249000,1,1,1,2,1,0,1,232,31358.121710453855,1,4.2626798770413155,5.477225575051661
1,285000,3,1,5,0,1,3,1,232,31617.39646234478,2,5.049856007249537,0.0
1,388000,3,0,1,0,0,7,1,232,30706.557562981663,2,4.997212273764115,0.0
0,399000,2,0,1,0,0,7,1,232,30706.557562981663,2,4.962844630259907,7.745966692414834
1,585000,3,1,3,3,0,0,1,224,33465.647876077644,2,5.099866427824199,14.142135623730951
1,288000,4,0,4,0,0,0,1,15,27334.969813259442,3,5.25227342804663,3.7416573867739413
1,745000,4,0,3,3,1,0,1,171,31848.429243891944,3,5.564520407322694,8.366600265340756
1,495000,3,1,3,3,1,0,1,171,31848.429243891944,2,5.313205979041787,8.18535277187245
1,495000,3,1,6,3,1,0,1,171,31848.429243891944,2,5.313205979041787,8.18535277187245
1,745000,4,0,3,3,1,0,1,171,31848.429243891944,3,5.564520407322694,8.366600265340756
1,290000,3,0,4,0,0,0,1,232,31358.121710453855,2,4.890349128221754,4.614831870157771
0,85000,1,1,5,2,0,4,2,232,29112.009816532005,1,4.276666119016055,0.0
0,99000,1,0,5,2,0,4,2,232,29112.009816532005,1,4.30406509320417,0.0
0,109000,2,0,5,2,0,4,2,232,29112.009816532005,2,4.465908118654584,3.0
0,119000,2,1,5,2,0,4,2,232,29112.009816532005,2,4.700480365792417,5.744562646538029
0,140000,2,1,1,0,1,4,2,232,29112.009816532005,2,4.634728988229636,4.614831870157771
1,299000,3,1,4,3,0,0,1,217,37362.052646615,2,5.69035945432406,4.614831870157771
0,269000,3,1,1,0,0,10,1,187,26968.364568094898,2,4.890349128221754,0.0
0,425000,3,1,3,0,0,1,0,94,26247.34346441712,2,4.983606621708336,4.242640687119285
0,338000,2,0,6,0,0,7,1,107,29901.88590354923,2,4.2626798770413155,0.0
0,975000,3,0,1,4,1,1,0,88,29043.250210834765,2,5.442417710521793,9.0
0,305000,3,1,2,0,0,2,2,232,25779.89450284783,2,5.111987788356544,5.0
1,349000,3,1,1,2,0,0,1,46,29112.122527161366,2,5.111987788356544,0.0
1,320000,2,0,1,2,0,10,1,58,31549.981281934695,2,4.3694478524670215,0.0
0,319000,4,1,1,3,1,4,2,232,29112.009816532005,3,4.983606621708336,0.0
0,542000,3,0,1,0,0,7,1,232,30706.557562981663,2,4.820281565605037,5.0
0,435500,2,0,1,0,0,7,1,232,30706.557562981663,2,4.584967478670572,5.0
0,383000,1,0,1,0,0,7,1,232,30706.557562981663,1,4.48863636973214,3.605551275463989
0,245000,2,1,1,2,1,8,1,232,36107.18368952242,2,4.394449154672439,0.0
1,299000,3,0,1,2,0,10,1,232,30270.018399760407,2,4.875197323201151,4.614831870157771
0,229000,3,1,1,3,1,4,2,232,29112.009816532005,2,4.543294782270004,3.605551275463989
1,390000,3,1,1,3,1,0,1,232,31358.121710453855,2,5.303304908059076,0.0
1,725000,6,0,3,2,1,10,1,184,28349.56752551959,4,5.556828061699537,1.4142135623730951
1,349000,3,0,3,4,0,7,1,232,30706.557562981663,2,5.225746673713202,1.4142135623730951
1,580000,5,1,1,2,0,5,2,232,32624.60033618776,3,5.8522024797744745,5.656854249492381
1,850000,4,1,1,4,1,5,2,21,48207.28210429599,3,5.673323267171493,37.881393849751625
1,285000,3,1,4,4,0,5,2,232,32624.60033618776,2,5.14166355650266,0.0
1,199000,3,1,4,2,0,5,2,232,32624.60033618776,2,5.365976015021851,0.0
1,399000,4,1,5,2,0,5,2,232,32624.60033618776,3,5.407171771460119,4.614831870157771
1,795000,4,1,1,4,0,5,2,232,32624.60033618776,3,5.6937321388027,0.0
1,395000,3,1,1,4,0,5,2,22,31236.70978179799,2,5.438079308923196,0.0
1,295000,3,1,1,2,0,5,2,180,33738.14819360245,2,5.209486152841421,0.0
1,800000,5,1,2,4,0,5,2,232,32624.60033618776,3,5.605802066295998,0.0
1,720000,4,1,1,4,0,5,2,22,31236.70978179799,3,5.44673737166631,0.0
1,270000,3,1,5,3,0,5,2,232,32624.60033618776,2,4.700480365792417,0.0
1,675000,4,1,2,3,0,5,2,91,39288.77163998529,3,5.384495062789089,0.0
1,675000,4,1,2,3,0,5,2,232,32624.60033618776,3,5.384495062789089,0.0
1,360000,2,1,1,3,0,5,2,22,31236.70978179799,2,5.030437921392435,0.0
1,299000,3,1,1,3,0,5,2,22,31236.70978179799,2,5.327876168789581,0.0
1,800000,5,1,2,4,0,5,2,91,39288.77163998529,3,5.605802066295998,0.0
1,410000,3,1,1,4,0,5,2,21,48207.28210429599,2,5.123963979403259,4.614831870157771
1,775000,5,1,1,4,0,5,2,232,32624.60033618776,3,5.2574953720277815,47.16990566028302
1,990000,5,1,1,4,0,5,2,232,32624.60033618776,3,6.180016653652572,0.0
1,845000,3,1,1,4,0,5,2,232,32624.60033618776,2,6.1675164908883415,55.136195008360886
1,310000,5,0,1,0,0,4,2,232,29112.009816532005,3,4.820281565605037,24.020824298928627
1,875000,5,1,3,2,1,1,0,232,29190.307316645296,3,5.739792912179234,12.041594578792296
0,85000,5,1,1,3,0,2,2,232,25779.89450284783,3,5.123963979403259,0.0
0,198000,4,0,5,4,1,0,1,232,31358.121710453855,3,4.700480365792417,22.956480566497994
1,795000,4,1,3,3,0,5,2,232,32624.60033618776,3,5.942799375126701,31.352830813181765
1,129000,3,1,4,3,0,2,2,232,25779.89450284783,2,5.081404364984463,0.0
1,345000,3,0,1,0,0,10,1,232,30270.018399760407,2,5.170483995038151,4.614831870157771
0,495000,3,1,1,0,1,1,0,216,26289.640321007417,2,4.976733742420574,3.7416573867739413
0,595000,3,1,1,2,0,1,0,88,29043.250210834765,2,4.875197323201151,3.872983346207417
1,449000,3,1,2,3,0,4,2,232,29112.009816532005,2,5.198497031265826,14.071247279470288
1,319000,3,0,1,0,0,10,1,118,30885.198297666273,2,5.049856007249537,4.614831870157771
1,99000,3,0,4,2,0,9,2,232,39880.409930547525,2,4.663439094112067,0.0
1,110000,3,0,4,2,0,9,2,232,39880.409930547525,2,4.912654885736052,4.614831870157771
0,185000,1,0,1,0,0,10,1,232,30270.018399760407,1,4.51085950651685,0.0
1,229000,3,1,1,2,0,10,1,232,30270.018399760407,2,4.990432586778736,4.614831870157771
1,325000,3,1,3,0,0,2,2,232,25779.89450284783,2,5.111987788356544,0.0
0,396000,3,1,2,2,0,0,1,15,27334.969813259442,2,5.209486152841421,4.614831870157771
1,349000,3,1,6,0,0,7,1,232,30706.557562981663,2,4.574710978503383,0.0
0,249000,2,1,3,2,0,8,1,116,32168.869747808552,2,4.51085950651685,4.614831870157771
1,40000,3,0,4,3,0,4,2,232,29112.009816532005,2,4.624972813284271,15.362291495737216
1,495000,3,0,2,0,0,2,2,232,25779.89450284783,2,5.529429087511423,4.614831870157771
1,365000,3,1,4,3,0,8,1,232,36107.18368952242,2,5.231108616854587,0.0
1,699000,4,1,1,4,1,8,1,232,36107.18368952242,3,5.170483995038151,22.360679774997898
0,139000,2,0,4,0,1,1,0,140,26538.347623312744,2,4.394449154672439,2.8284271247461903
1,185000,3,1,5,2,0,7,1,232,30706.557562981663,2,4.736198448394496,0.0
1,185000,0,0,1,2,0,10,1,73,32381.82994695414,1,5.135798437050262,0.0
0,239500,1,1,2,3,0,0,1,232,31358.121710453855,1,4.143134726391533,3.7416573867739413
0,439000,3,1,2,3,0,0,1,232,31358.121710453855,2,4.912654885736052,3.1622776601683795
0,195000,2,1,5,2,0,10,1,42,26695.28528963925,2,4.61512051684126,0.0
1,485000,3,1,3,4,0,7,1,232,30706.557562981663,2,5.337538079701318,4.614831870157771
0,835000,3,0,2,0,0,1,0,232,29190.307316645296,2,4.919980925828125,3.1622776601683795
1,695000,4,1,1,4,0,10,1,232,30270.018399760407,3,5.099866427824199,19.87460691435179
1,695000,4,1,1,4,0,10,1,232,30270.018399760407,3,5.099866427824199,19.87460691435179
1,259000,3,1,1,2,0,10,1,187,26968.364568094898,2,4.709530201312334,4.47213595499958
0,558000,2,1,3,2,1,10,1,175,27713.919714068128,2,4.2626798770413155,1.7320508075688772
0,199000,1,1,3,2,1,10,1,175,27713.919714068128,1,3.828641396489095,1.7320508075688772
0,805000,2,0,2,0,0,1,0,232,29190.307316645296,2,4.90527477843843,4.123105625617661
1,890000,6,1,1,4,0,0,1,177,32218.754835245683,4,6.19644412779452,4.614831870157771
1,890000,6,1,1,4,0,0,1,177,32218.754835245683,4,6.19644412779452,4.614831870157771
1,380000,3,0,2,4,0,7,1,34,32514.265610197024,2,5.288267030694535,0.0
0,225000,1,0,2,2,0,0,1,232,31358.121710453855,1,4.02535169073515,0.0
1,299000,7,0,4,2,0,1,0,232,29190.307316645296,4,5.560681631015528,0.0
1,549000,5,1,3,4,1,10,1,40,34593.09106632186,3,5.384495062789089,22.360679774997898
1,449000,4,1,1,3,0,3,1,232,31617.39646234478,3,5.176149732573829,4.614831870157771
0,275000,2,0,2,3,0,2,2,86,32766.188536911166,2,4.564348191467836,5.0
0,775000,2,0,2,0,0,1,0,232,29190.307316645296,2,4.90527477843843,4.123105625617661
1,290000,3,1,5,0,0,0,1,15,27334.969813259442,2,5.198497031265826,5.916079783099616
1,297000,3,0,1,4,0,4,2,232,29112.009816532005,2,4.955827057601261,0.0
0,398000,3,1,1,2,1,7,1,107,29901.88590354923,2,4.6913478822291435,3.4641016151377544
0,349000,2,0,2,0,0,1,0,59,24710.19126303893,2,4.882801922586371,2.0
0,349000,2,0,2,0,0,1,0,232,29190.307316645296,2,4.882801922586371,2.0
1,749000,6,1,3,4,1,7,1,167,30695.52809974486,4,6.111467339502679,20.73644135332772
0,353500,2,0,1,0,0,7,1,20,32174.272968950492,2,4.9344739331306915,4.614831870157771
1,498000,4,1,5,4,0,7,1,232,30706.557562981663,3,5.659482215759621,4.614831870157771
1,398000,4,1,2,2,0,7,1,232,30706.557562981663,3,5.560681631015528,4.614831870157771
0,398000,4,1,2,2,0,7,1,232,30706.557562981663,3,5.560681631015528,4.614831870157771
1,299000,4,0,4,2,0,7,1,232,30706.557562981663,3,5.318119993844216,14.142135623730951
1,199000,4,0,4,2,0,7,1,232,30706.557562981663,3,5.0238805208462765,7.681145747868608
1,289000,4,0,3,2,0,7,1,232,30706.557562981663,3,5.049856007249537,6.855654600401044
0,398000,3,1,2,4,0,7,1,107,29901.88590354923,2,4.574710978503383,4.0
1,750000,4,1,2,2,0,7,1,107,29901.88590354923,3,5.308267697401205,4.614831870157771
1,545000,3,1,2,4,0,7,1,232,30706.557562981663,2,5.303304908059076,4.614831870157771
0,285000,2,0,1,0,0,1,0,94,26247.34346441712,2,4.820281565605037,2.0
1,365000,3,0,1,4,0,3,1,229,32270.000287057275,2,5.332718793265369,4.614831870157771
1,99000,4,0,4,2,0,10,1,232,30270.018399760407,3,4.820281565605037,0.0
1,195000,3,1,2,3,0,2,2,36,26552.15272351409,2,5.241747015059643,4.614831870157771
1,145000,2,1,2,2,0,2,2,36,26552.15272351409,2,4.574710978503383,4.614831870157771
1,345000,3,0,3,2,0,10,1,187,26968.364568094898,2,5.4116460518550396,8.717797887081348
1,508084,3,0,3,4,0,8,1,232,36107.18368952242,2,5.176149732573829,0.0
1,529000,3,0,2,4,0,7,1,232,30706.557562981663,2,4.820281565605037,0.0
1,85000,1,0,1,3,1,4,2,232,29112.009816532005,1,3.8501476017100584,0.0
1,215000,2,1,1,3,1,4,2,232,29112.009816532005,2,5.10594547390058,34.0147027033899
1,530000,5,1,1,4,1,0,1,232,31358.121710453855,3,4.820281565605037,4.614831870157771
0,225000,1,1,2,2,0,0,1,232,31358.121710453855,1,4.3694478524670215,8.48528137423857
0,755000,2,0,2,0,0,1,0,232,29190.307316645296,2,4.90527477843843,4.123105625617661
0,225000,1,1,1,2,1,6,2,232,27685.1392926092,1,4.442651256490317,13.088035497729363
1,498000,2,1,1,2,0,0,1,232,31358.121710453855,2,5.733341276897746,6.557438524302
1,150000,4,1,5,2,1,2,2,232,25779.89450284783,3,4.969813299576001,4.614831870157771
0,439000,3,0,5,3,0,8,1,232,36107.18368952242,2,5.220355825078324,21.007062459797275
1,395000,6,1,1,2,0,8,1,232,36107.18368952242,4,5.5254529391317835,8.426149773176359
1,499000,4,0,1,4,0,7,1,107,29901.88590354923,3,5.135798437050262,4.614831870157771
1,249000,2,0,4,2,0,1,0,9,22389.864000886755,2,4.394449154672439,0.0
0,200000,4,1,5,3,0,9,2,232,39880.409930547525,3,5.278114659230517,4.614831870157771
1,195000,3,1,4,2,0,7,1,232,30706.557562981663,2,4.859812404361672,0.0
0,295000,3,0,6,0,0,1,0,232,29190.307316645296,2,4.59511985013459,7.937253933193772
0,375000,3,1,1,2,0,0,1,232,31358.121710453855,2,4.804021044733257,4.614831870157771
1,849500,5,1,1,0,0,3,1,0,31823.58151691327,3,6.093569770045136,25.059928172283335
0,339000,3,0,2,0,0,3,1,0,31823.58151691327,2,4.700480365792417,0.0
0,925000,2,0,3,0,0,10,1,232,30270.018399760407,2,4.574710978503383,0.0
1,375000,4,1,1,0,0,10,1,40,34593.09106632186,3,5.147494476813453,4.614831870157771
1,199000,1,0,5,0,0,7,1,107,29901.88590354923,1,3.713572066704308,0.0
1,320000,2,0,1,0,0,7,1,232,30706.557562981663,2,5.0369526024136295,4.614831870157771
1,245000,1,0,4,0,0,7,1,232,30706.557562981663,1,4.948759890378168,0.0
0,195000,4,0,2,3,0,6,2,232,27685.1392926092,3,5.093750200806762,0.0
1,675000,4,0,1,0,1,7,1,232,30706.557562981663,3,5.3981627015177525,0.0
1,318000,3,0,1,0,0,7,1,1,33906.689359002536,2,5.652489180268651,0.0
1,169000,3,1,1,3,1,4,2,125,24261.684067416172,2,4.624972813284271,5.0990195135927845
0,863000,3,0,2,0,0,1,0,232,29190.307316645296,2,5.003946305945459,3.7416573867739413
1,448000,3,1,1,3,1,0,1,122,31024.111896410206,2,4.990432586778736,4.614831870157771
1,559000,3,1,1,0,0,7,1,232,30706.557562981663,2,5.337538079701318,0.0
0,399000,3,0,2,0,0,3,1,0,31823.58151691327,2,4.795790545596741,0.0
1,179000,4,1,1,0,0,10,1,137,30206.803194634518,3,5.303304908059076,0.0
1,250000,4,1,5,0,0,10,1,58,31549.981281934695,3,4.867534450455582,0.0
1,275000,2,0,2,0,0,10,1,70,33031.81871771492,2,4.727387818712341,4.614831870157771
1,375000,2,1,1,4,0,5,2,180,33738.14819360245,2,4.990432586778736,22.360679774997898
0,595000,3,1,1,0,0,10,1,147,37276.11692143575,2,4.77912349311153,4.614831870157771
0,399000,2,1,1,0,0,10,1,147,37276.11692143575,2,4.543294782270004,4.614831870157771
1,435000,3,1,1,0,0,10,1,232,30270.018399760407,2,4.948759890378168,0.0
1,460000,4,0,5,2,1,1,0,189,34524.86209489435,3,4.948759890378168,11.013476889240014
1,399000,3,0,2,0,0,0,1,33,32152.61423416004,2,4.820281565605037,0.0
0,325000,2,0,2,0,0,3,1,0,31823.58151691327,2,4.532599493153256,0.0
0,399000,3,0,2,0,0,0,1,15,27334.969813259442,2,4.912654885736052,2.23606797749979
1,975000,3,1,4,0,0,10,1,184,28349.56752551959,2,5.049856007249537,0.0
0,329950,4,1,1,0,0,7,1,198,26728.266736404294,3,5.37989735354046,8.44373573661705
1,185000,3,0,4,3,0,5,2,232,32624.60033618776,2,5.0369526024136295,15.491933384829668
1,450000,5,1,5,2,0,5,2,232,32624.60033618776,3,5.777652323222656,20.904544960366874
1,390000,3,0,2,3,0,5,2,232,32624.60033618776,2,5.220355825078324,0.0
1,675000,4,1,2,3,0,5,2,232,32624.60033618776,3,5.3981627015177525,0.0
0,299000,2,0,2,0,0,3,1,0,31823.58151691327,2,4.51085950651685,0.0
1,460000,5,1,1,4,0,5,2,91,39288.77163998529,3,5.3471075307174685,0.0
1,269000,3,1,1,2,0,5,2,232,32624.60033618776,2,5.225746673713202,10.488088481701515
1,390000,3,0,2,3,0,5,2,232,32624.60033618776,2,5.220355825078324,0.0
1,290000,3,1,1,3,0,5,2,232,32624.60033618776,2,5.093750200806762,0.0
1,379000,3,1,4,0,0,7,1,232,30706.557562981663,2,4.955827057601261,0.0
1,189000,3,0,1,0,0,10,1,232,30270.018399760407,2,4.875197323201151,4.614831870157771
0,915000,2,0,3,0,0,10,1,232,30270.018399760407,2,4.574710978503383,0.0
0,399000,3,0,2,0,0,3,1,0,31823.58151691327,2,4.770684624465665,0.0
1,499000,4,0,3,4,0,3,1,232,31617.39646234478,3,5.564520407322694,4.614831870157771
1,469000,3,1,3,3,0,3,1,232,31617.39646234478,2,5.25227342804663,4.614831870157771
0,289000,2,0,1,0,0,10,1,42,26695.28528963925,2,4.454347296253507,0.0
0,279000,2,0,2,0,0,3,1,0,31823.58151691327,2,4.477336814478207,0.0
1,329000,3,0,1,0,0,2,2,232,25779.89450284783,2,5.030437921392435,14.696938456699069
0,195000,1,1,1,0,0,10,1,232,30270.018399760407,1,4.248495242049359,0.0
0,312500,2,1,2,2,0,7,1,232,30706.557562981663,2,4.59511985013459,4.47213595499958
0,290000,2,0,2,0,0,3,1,232,31617.39646234478,2,4.605170185988092,4.358898943540674
1,390000,3,0,1,4,1,10,1,232,30270.018399760407,2,4.983606621708336,4.614831870157771
1,599000,4,0,1,4,0,10,1,232,30270.018399760407,3,5.66988092298052,4.614831870157771
0,299000,2,0,3,0,0,7,1,1,33906.689359002536,2,4.477336814478207,7.0710678118654755
0,289000,2,0,3,0,0,10,1,187,26968.364568094898,2,4.48863636973214,4.614831870157771
0,397000,1,0,1,0,0,7,1,232,30706.557562981663,1,4.499809670330265,3.605551275463989
1,210000,2,1,2,2,0,10,1,151,30948.428667554454,2,4.820281565605037,0.0
1,95000,2,1,2,0,0,2,2,232,25779.89450284783,2,5.111987788356544,0.0
0,350000,3,1,2,2,0,2,2,232,25779.89450284783,2,5.43372200355424,0.0
1,150000,3,0,4,0,0,2,2,232,25779.89450284783,2,5.5254529391317835,0.0
1,890000,5,1,3,2,0,1,0,59,24710.19126303893,3,5.5909869805108565,8.48528137423857
1,155000,2,1,6,4,0,2,2,232,25779.89450284783,2,4.574710978503383,0.0
1,349900,3,1,2,2,0,7,1,232,30706.557562981663,2,5.293304824724492,4.614831870157771
0,745000,2,0,2,0,0,1,0,232,29190.307316645296,2,4.859812404361672,3.872983346207417
1,875000,5,1,3,2,1,1,0,232,29190.307316645296,3,5.739792912179234,12.041594578792296
1,365000,4,0,2,3,0,8,1,116,32168.869747808552,3,5.017279836814924,4.614831870157771
1,465000,3,0,2,3,0,10,1,232,30270.018399760407,2,4.990432586778736,4.614831870157771
1,730000,5,1,1,3,0,1,0,232,29190.307316645296,3,5.476463551931511,18.74290994455834
1,320000,4,1,3,0,0,6,2,232,27685.1392926092,3,5.916202062607435,4.614831870157771
0,735000,2,0,2,0,0,1,0,232,29190.307316645296,2,4.897839799950911,4.123105625617661
0,265000,2,0,1,0,0,10,1,151,30948.428667554454,2,4.59511985013459,4.614831870157771
0,199000,2,0,4,4,0,1,0,140,26538.347623312744,2,4.532599493153256,1.7320508075688772
1,139000,3,1,1,2,1,4,2,232,29112.009816532005,2,4.820281565605037,0.0
0,745000,3,0,2,0,0,1,0,232,29190.307316645296,2,4.919980925828125,5.477225575051661
0,780000,3,0,2,0,0,1,0,232,29190.307316645296,2,5.003946305945459,3.7416573867739413
0,119000,1,0,2,3,1,6,2,232,27685.1392926092,1,4.418840607796598,0.0
0,214000,1,0,1,0,0,10,1,151,30948.428667554454,1,4.499809670330265,0.0
1,675000,4,1,5,3,0,1,0,213,35952.10970823459,3,5.365976015021851,2.6457513110645907
0,209000,1,0,1,0,0,10,1,151,30948.428667554454,1,4.465908118654584,0.0
1,189000,2,1,4,2,0,0,1,232,31358.121710453855,2,4.6443908991413725,4.614831870157771
1,125000,3,0,2,3,0,10,1,232,30270.018399760407,2,4.820281565605037,0.0
1,395000,5,1,2,4,0,6,2,232,27685.1392926092,3,5.438079308923196,39.3229789460288
0,135000,1,1,2,4,0,1,0,232,29190.307316645296,1,3.9318256327243257,0.0
1,399000,3,1,6,3,0,0,1,171,31848.429243891944,2,5.111987788356544,5.385164807134504
1,430000,3,1,3,2,0,2,2,98,26331.603836376384,2,5.0369526024136295,15.371944352938046
1,355000,3,0,1,0,0,10,1,232,30270.018399760407,2,4.709530201312334,4.614831870157771
0,587000,4,1,5,2,0,7,1,107,29901.88590354923,3,5.303304908059076,0.0
